title,artist,tempo,chroma_number,zero_crossing_rate,energy_entropy,spectral_centroid,primary,secondary
invoke magic,takanashi yasuharu,129.19921875,0.0159197569595857,0.0732212475633528,3.1305729890966147,0.1659161396941041,1,6
islands,super junior,117.45383522727272,0.0234451900351971,0.0493164565105506,3.1908510358696893,0.1297726199835373,5,4
it's you,henry,151.99908088235293,-0.0013526432818837,0.0554903127725269,3.210114070039577,0.1596902418236717,5,2
ji jing zhi kong,fu xu,129.19921875,0.0506661320627558,0.0269133204510553,3.194715382800265,0.0844682493447907,2,4
jing zhe,yin que shi ting,123.046875,0.022497121614629,0.0564872932592436,3.204210562269279,0.1325338453339667,3,2
jiu shi xi huan ni,li meng yin,89.10290948275862,0.0107558837340147,0.0810934893398595,3.1731858306343086,0.178439688519306,2,6
just dance,lady gaga,117.45383522727272,0.009512477723852,0.0694293204275055,3.1200864323871147,0.1664383318484153,3,6
kataomoi,aimer,95.703125,-0.01097136650157,0.0495585099560714,3.1962091023530563,0.128630930170599,5,4
katawaredoki,radwimps,129.19921875,-0.0387061480390366,0.0321996910477404,3.237136189131325,0.0891187963387793,4,2
kiss the rain,yiruma,129.19921875,-0.0226123509368458,0.0434920465463862,3.205098429879293,0.0958557571715431,4,6
last first kiss,one direction,161.4990234375,0.0159246455048832,0.083877353119106,3.209833746388551,0.1830280311935378,3,2
let me love you,mario,184.5703125,-0.0241006627495509,0.0387524802000833,3.1668978614806296,0.12592183167764,5,4
lightning flame dragon roar,takanashi yasuharu,80.74951171875,-0.0311065897946303,0.0912244380296383,3.152527453191896,0.1869837307114182,1,3
live like there's no tomorrow,selena gomez,184.5703125,-0.0063082166186446,0.0602736886917165,3.200266800654089,0.1430926899439243,2,3
live while we're young,one direction,123.046875,0.0149733904907792,0.0895529160007584,3.2136808395337844,0.1798650945674831,3,2
livin in,super junior,103.359375,-0.0132777638164834,0.0711389645089735,3.190191098569977,0.1748871121472665,5,3
lost my pieces,hashimoto yukari,86.1328125,-0.0003017040554955,0.0534503213233762,3.223386199963554,0.103790387930475,4,6
love somebody,maroon 5,117.45383522727272,-0.024010154584401,0.0631745640337726,3.1862810585352057,0.1529332036881029,3,2
loved you first,one direction,123.046875,0.0067456924783053,0.0713398243979006,3.203328128233567,0.1672626819690612,3,2
mad,neyo,129.19921875,-0.0145755679025131,0.0664233463289442,3.2015525553026563,0.1702499277958552,5,6
may be,yiruma,112.34714673913044,-0.012831373524397,0.044009295645783,3.207824163641461,0.1013515898746865,4,2
maybe tomorrow,ryeowook,123.046875,-0.0174850158290757,0.0405994586644971,3.1937046345883755,0.1216543994401024,5,4
mei you li you,"ryanb, zhou yan ying",89.10290948275862,0.0214563788853191,0.0448961179812576,3.18550755053048,0.1396680015887216,5,2
melody two,kajiura yuki,112.34714673913044,-0.0234977892234686,0.029285035248219,3.21210221934175,0.0868704223882451,4,6
mine,taylor swift,123.046875,-0.0019528252358969,0.0864743494053838,3.215096449527859,0.1738701567226727,2,3
mirror night,vk,86.1328125,-0.0045440913589632,0.0352097761208698,3.2077975930541163,0.0940526675516673,4,2
mitsuha no tsugaku,radwimps,99.38401442307692,-0.028683056650625,0.048468200110471,3.2143244292654223,0.1087634231453316,2,4
more than this,one direction,151.99908088235293,-0.0246384530615731,0.0749749363998763,3.2197818434764454,0.1709634622741405,5,6
morning,toshiro masuda,117.45383522727272,-0.0267176121581879,0.0449429068360556,3.2243997473380808,0.1230251602057929,4,2
mother,super junior,80.74951171875,-0.0180252393495984,0.0625419260722736,3.186114526893942,0.1544966230077178,2,6
na ge ta shi ni,mai xiao er,112.34714673913044,0.0193050754286111,0.0616134931924405,3.167211635243918,0.1575941860418428,2,5
natsu's theme,takanashi yasuharu,129.19921875,-0.0160053731960321,0.0794933975843294,3.1447301263269045,0.1660990829521013,1,6
naturally,selena gomez,135.99917763157896,-0.0053699011763328,0.0911253025089936,3.1700815988818163,0.2132553529510535,3,6
need you now,"henry, hoya",89.10290948275862,0.019937481296705,0.06595467448462,3.1442751354797087,0.1603198310195243,5,6
ni cong bu zhi dao,liu zeng tong,86.1328125,-0.0092624359018824,0.0352258538249721,3.1857334797390022,0.1150095198505427,5,4
ni pa bu pa shi qu wo,liu zeng tong,83.35433467741936,0.0048871715912148,0.0563008496595157,3.2156581105571926,0.1380737343299383,2,4
nighty my luna,sereno,161.4990234375,-0.0247239256809062,0.0329491225369458,3.208696361034428,0.0847877851961672,2,4
nine four two zero,mai xiao er,83.35433467741936,-0.01124092468603,0.0533948433718265,3.1969972264154887,0.1488983295409812,2,4
no air,"jordin sparks, chris brown",80.74951171875,0.0039660891427376,0.0839224746368497,3.131851216426312,0.1761449577794054,5,6
no average angel,tiffany giardina,143.5546875,-0.0088274077622098,0.0859641432628913,3.1881868329836345,0.1575831113065973,3,6
no title,reol,135.99917763157896,0.0061763620880039,0.0842952759434959,3.181764187324418,0.2191321404485901,2,3
norwegian pirate,two steps from hell,161.4990234375,-0.0084847050836814,0.049914865080473,3.129983862994869,0.1308909279113149,1,6
not over you,gavin degraw,143.5546875,-0.0075298342572696,0.0558448653032584,3.1980462729150885,0.1360840135248356,5,6
off my mind,henry,129.19921875,-0.0048581379084052,0.0770865963917824,3.188972662401833,0.1802608993872192,3,2
one thing,one direction,129.19921875,0.0090963935502027,0.0753376551357495,3.172037789405005,0.1697372881931296,3,2
paper plane's adventure,vk,117.45383522727272,0.0038949097127294,0.0251102433031306,3.213473374267227,0.0830011082170343,4,2
people of the floating island,takanashi yasuharu,117.45383522727272,-0.0010283114048513,0.0846134733385187,3.197742780082257,0.192382998296981,2,6
please don't go,joel adams,83.35433467741936,-0.0018794271403985,0.0532174741055218,3.181135023024589,0.1402516260196143,5,6
polaris memories,sereno,99.38401442307692,0.0147484051579576,0.0523139745916515,3.193925352762361,0.1139135128021955,2,6
preacher,one republic,143.5546875,-0.0175535413220517,0.0548714215604098,3.2046479971367914,0.1246316079727564,5,2
promise,ft island,129.19921875,0.0014804140479765,0.0547842243685242,3.143005478224748,0.1485105878997514,2,6
pyramid,"charice, iyaz",86.1328125,0.0241859970922945,0.0622679045092838,3.202671831420361,0.1499938953491388,2,5
qing hua ci,jay chou,107.666015625,0.006708307648527,0.0514065650836862,3.1387371661321746,0.1314592673293123,4,2
rainy summer,sereno,117.45383522727272,-0.0177002336209994,0.0610470103999554,3.196780186175311,0.1328975279175172,2,3
red,taylor swift,123.046875,0.0333303681429671,0.0701426586401348,3.201634904923548,0.1461736216573571,5,2
river flows in you,yiruma,143.5546875,0.0223457116027725,0.0482388922497815,3.211261186263072,0.1028524934916652,4,6
rugs from me to you,owl city,151.99908088235293,-0.0262815681007085,0.0911596683715558,3.218186868037556,0.1778433169128686,2,3
sad past,takanashi yasuharu,69.83741554054055,-0.0177903335509231,0.0376596486713438,3.2278334696648425,0.1011392827919742,4,6
sakura's theme,toshiro masuda,89.10290948275862,-0.0309359741928688,0.045156436626491,3.170994436090476,0.1294091837631167,2,4
save you tonight,one direction,129.19921875,-0.0200514388783486,0.082052033995839,3.199501987536038,0.1717941811505935,2,3
shelter,"porter robinson, madeon",99.38401442307692,-0.0147987577443495,0.0593359238415557,3.1959486212463584,0.1700129916267116,5,2
silhouette,kana boon,92.28515625,0.0063135503863943,0.0601013058113878,3.212072531808732,0.1431726596349767,3,6
sky chord,tsuji shion,83.35433467741936,-0.0054429524658464,0.0533281683388692,3.2201168289358675,0.1298813623024762,2,5
something i need,one republic,99.38401442307692,0.007352069794559,0.0623081999670021,3.170602148000716,0.1520684495984712,2,5
somewhere,july,89.10290948275862,-0.0169395946605028,0.0284711789786295,3.148140175951735,0.1112956456433961,5,2
sparks fly,taylor swift,117.45383522727272,-0.0246454358490582,0.0883427728059745,3.207983189639455,0.1796411097231622,2,6
spectre,alan walker,129.19921875,0.0150293707768633,0.0627823355601707,3.0779076670588537,0.1546715516812537,3,6
spin and burst,yaiba,89.10290948275862,-0.0017774532365878,0.062382744903558,3.137778126068577,0.1522796565991139,1,6
spinning world,diana garnet,112.34714673913044,-0.0200405427666286,0.0841063063272682,3.196354900712535,0.1706423325420513,3,2
spiral moon,sereno,95.703125,0.0061114105020623,0.0567577132486388,3.1471046045532383,0.1201506406864252,2,5
star at dawn,vk,129.19921875,-0.0232927726124244,0.0366184408578918,3.2082329207533213,0.0901605112180356,4,2
star sky,two steps from hell,129.19921875,-0.0195013843060995,0.039904123433143,3.195923889945033,0.1005283913754753,1,2
starry night rondo,sereno,184.5703125,0.0222269949195814,0.0540050413389796,3.214448219727842,0.1238699426148689,2,5
still in love,jason chen,143.5546875,-0.01892568767403,0.0896103740543234,3.228882430534148,0.2020018293366382,2,5
strong bonds in mind,takanashi yasuharu,161.4990234375,0.0324963911113938,0.0584970508166969,3.216863655112517,0.1253660042149245,1,6
super clap,super junior,129.19921875,-0.0050769355397053,0.061355650424389,3.157502956055501,0.1717491156154583,3,6
take it slow,taeyang,112.34714673913044,-0.0262634672332435,0.0529022466987921,3.1496872041975563,0.1479207153046133,5,2
talking with the star in the night,sereno,92.28515625,0.0099985192443941,0.0286349360089521,3.2301446036081045,0.08195352550022,4,2
tell me why,teen top,123.046875,-0.0155940431147517,0.0949602803022306,3.088279015683987,0.2188311919252602,3,2
the colonel,two steps from hell,89.10290948275862,-0.0237327561710603,0.0326978346240758,3.163332309747374,0.11256363342993,1,6
the monster,"eminem, rihanna",112.34714673913044,0.0113798229310625,0.073731721631321,3.1672785090816227,0.1662861653412842,6,1
the relief,kajiura yuki,107.666015625,-0.0120322718361027,0.0681028605549965,3.2110040300802045,0.1693218097933337,1,6
the sea,yamagami takeshi,129.19921875,0.009738261918413,0.0284047319891239,3.2129615218867,0.0791982168374677,4,6
the story of us,taylor swift,143.5546875,0.0292041947135962,0.0928050463236743,3.196102785886397,0.1717397600756265,3,2
theme of el,yamagami takeshi,123.046875,0.03273651364332,0.0319838585491943,3.221292112718095,0.084357469362387,4,6
this is me,"demi lovato, joe jonas",92.28515625,-0.0047991663084711,0.0764256612298135,3.222837029367418,0.1630484141114365,3,6
this is me,keala settle,95.703125,0.0166822675656616,0.0587310315468324,3.163969881386146,0.1374886816045013,5,2
three,britney spears,135.99917763157896,-0.00791221315736,0.0728930073134355,3.167850700663032,0.1626939194216967,3,6
three dragon slayers,takanashi yasuharu,78.30255681818181,0.0061031395090477,0.0698024867745298,3.157183234890683,0.1524188085361455,1,6
traveler of the magic borders,takanashi yasuharu,117.45383522727272,-0.0125497959174276,0.0778655690951516,3.194965857812599,0.1575537535712161,1,3
try,colbie caillat,92.28515625,-0.0181671930141592,0.0635589836660617,3.202659800970135,0.1521586447031999,5,6
try,pink,103.359375,0.0210597161874811,0.0668473832364161,3.1807201487412606,0.1609715659947695,3,6
tsuna awakens,toshihiko sahashi,103.359375,-0.0292904224637139,0.0435236027260268,3.142043019931263,0.115653761884142,1,6
twenty two,taylor swift,103.359375,-0.0054318744089379,0.1399629429130025,3.166650016245853,0.2348918857085589,2,3
u smile,justin bieber,75.99954044117646,-0.0095133800321737,0.0577298538739311,3.19126140392914,0.1369807096184511,5,2
unexpectedly,jason chen,112.34714673913044,-0.0064963193875992,0.0465130481165531,3.205919416202545,0.1312715537285781,2,5
victory,two steps from hell,117.45383522727272,-0.0089272341762427,0.0396777894847169,3.194837545956376,0.108395580737113,1,6
wait for you,elliot yamin,117.45383522727272,-0.0195424659344135,0.0564780490598818,3.1750715273473835,0.1537301898282523,4,5
wake me up,avicii,123.046875,0.0269029308088765,0.0749610707803992,3.183794056145056,0.1677450270192496,3,2
wan you yin li,wang su long,95.703125,0.0201897827805379,0.0592570329100539,3.176490682899801,0.1561040933024792,2,6
way back home,shaun,135.99917763157896,-0.0100642109792073,0.0420914722219529,3.167294539761016,0.1201377835866814,5,2
what makes you beautiful,one direction,123.046875,0.0209225986214269,0.090087000907441,3.1808086771479247,0.1883238622830322,3,2
whistle,flo rida,103.359375,-0.0154692925966865,0.0827939001132477,3.174693409590532,0.1794829947295105,2,5
who says,selena gomez,99.38401442307692,0.0178945578622397,0.0941039482943812,3.2019164865794685,0.1997828003560104,2,3
why don't we go there,one direction,161.4990234375,-0.0136301356561229,0.0826029297381384,3.202402025207354,0.1952810679134186,3,6
wo shi zhen de ai guo ni,liu zeng tong,143.5546875,0.0005712135405318,0.046093322302935,3.1974999952700243,0.1289966511143817,2,4
wolves,"selena gomez, marshmello",123.046875,0.0250855344675721,0.0656424151088594,3.1853519557473504,0.1532830009399318,5,6
wu ji,lin hai,83.35433467741936,0.0110321143982912,0.0276324550813921,3.2522009111735883,0.0843252894538315,4,6
xiao xing xing,wang su long,135.99917763157896,0.0223360881947161,0.0521938990632275,3.217394970284864,0.1507165409877524,2,4
ye yan feng bo,yin que shi ting,89.10290948275862,-0.0186386402629344,0.0593464756656737,3.1650194488105536,0.13564161162799,5,6
yi xiao qing cheng,wang su long,117.45383522727272,-0.0098565966514305,0.0520915099906346,3.148105063224431,0.1506267241725883,2,6
you don't go,super junior,99.38401442307692,0.0267686808335813,0.0678521879411171,3.2182884209439173,0.156464860399614,5,2
you he bu ke,xu song,99.38401442307692,0.0153391468783476,0.0562684972905377,3.166331805149926,0.156298084408551,2,4
youth,troye sivan,123.046875,-0.002241655945459,0.0563772091418019,3.192966100720064,0.1406933726770617,5,6
zhe shi ai,"henry, donghae",151.99908088235293,-0.0200141904504342,0.019519883304535,3.2023572440437147,0.0750143197597672,4,6
zui mei hun li,bai xiao bai,112.34714673913044,0.0226500527888819,0.0515123381476002,3.1682510244655497,0.1344931735219662,2,4
zurui yo,chihiro,161.4990234375,0.0019649766952182,0.0477128780510397,3.1817789337859987,0.1297703698428416,6,5
